,type,director,cast,date_added,year_added,release_year,duration,listed_in,Type,Score
A Little Chaos,Movie,Alan Rickman,"Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Steven Waddington, Jennifer Ehle, Rupert Penry-Jones, Paula Paul, Danny Webb, Phyllida Law","April 17, 2019",2019,2014,113 min,"Dramas, Independent Movies, International Movies",,
A Love Story,Movie,Maryo J. De los Reyes,"Maricel Soriano, Aga Muhlach, Angelica Panganiban, Dante Rivero, Chin Chin Gutierrez, Bobby Andrews, TJ Trinidad, Baron Geisler, John Arcilla, Gerald Madrid","March 14, 2019",2019,2007,117 min,"Dramas, International Movies, Romantic Movies",,
A Mighty Team,Movie,Thomas Sorriaux,"Gérard Depardieu, Chantal Lauby, Medi Sadoun, Ilian Bergala, Blanche Gardin, Patrick Timsit, Barbara Cabrita, Jean Dell, Thomas Vandenberghe, Théo Fernandez, Léa Lopez","October 15, 2016",2016,2016,97 min,"Comedies, International Movies, Sports Movies",,
A Mission in an Old Movie,Movie,Ahmad El-Badri,"Edward, Fifi Abdo, Lotfy Labib, Madeleine Matar, Nahla Zaki, Ahmed Fathy, Said Tarabeek, Badriya Tolba, Eman El-Sayed","April 25, 2019",2019,2012,98 min,"Comedies, International Movies",,
A Most Violent Year,Movie,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Christopher Abbott, Peter Gerety, Alessandro Nivola","July 22, 2018",2018,2014,125 min,"Dramas, Thrillers",,
A Murder in the Park,Movie,"Christopher S. Rech, Brandon Kimber",,"April 28, 2017",2017,2014,91 min,Documentaries,,
A Night at the Roxbury,Movie,John Fortenberry,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman","December 1, 2019",2019,1998,82 min,"Comedies, Cult Movies",,
A Noble Intention,Movie,Joram Lürsen,"Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk","September 1, 2016",2016,2015,111 min,"Dramas, International Movies",,
A Patch of Fog,Movie,Michael Lennox,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney","April 15, 2017",2017,2015,92 min,"Dramas, Thrillers",,
A Perfect Ending,Movie,Nicole Conn,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson","January 1, 2019",2019,2012,110 min,"Dramas, Independent Movies, LGBTQ Movies",,
A Perfect Man,Movie,Kees Van Oostrum,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas","June 6, 2019",2019,2013,94 min,"Dramas, Independent Movies, Romantic Movies",,
A Plastic Ocean,Movie,,Tanya Streeter,"October 4, 2019",2019,2016,100 min,Documentaries,,
A Remarkable Tale,Movie,Marina Seresesky,"Carmen Machi, Pepón Nieto, Kiti Mánver, Jon Kortajarena, Jimmy Castro, Ricardo Nkosi, Montse Pla, Malcolm Treviño-Sitté, Pepa Charro, Esperanza Elipe, Mariana Cordero, Txema Blasco","November 1, 2019",2019,2019,94 min,"Comedies, International Movies",,
A Russell Peters Christmas,Movie,Henry Sarwer-Foner,"Russell Peters, Pamela Anderson, Michael Bublé, Jon Lovitz, Scott Thompson, Faizon Love, Goapele, Ted Lange","November 1, 2013",2013,2011,44 min,Stand-Up Comedy,,
A Scandall,Movie,Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah","October 15, 2017",2017,2016,108 min,"International Movies, Thrillers",,
A Second Chance,Movie,Cathy Garcia-Molina,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci Muñoz","February 27, 2019",2019,2015,130 min,"Dramas, International Movies, Romantic Movies",,
A Separation,Movie,Asghar Farhadi,"Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat, Sarina Farhadi, Babak Karimi, Ali-Asghar Shahbazi, Shirin Yazdanbakhsh, Kimia Hosseini, Merila Zare'i, Sahabanu Zolghadr","March 16, 2019",2019,2011,123 min,"Dramas, International Movies",,
A Serious Man,Movie,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig","January 16, 2018",2018,2009,106 min,"Comedies, Independent Movies",,
A Silent Voice,Movie,Naoko Yamada,"Miyu Irino, Saori Hayami, Aoi Yuki, Kensho Ono, Yuki Kaneko, Yui Ishikawa, Megumi Han, Toshiyuki Toyonaga, Mayu Matsuoka","June 5, 2019",2019,2016,130 min,"Anime Features, International Movies",,
A Single Man,Movie,Tom Ford,"Colin Firth, Julianne Moore, Nicholas Hoult, Ginnifer Goodwin, Matthew Goode, Paul Butler, Ryan Simpkins, Teddy Sears, Paulette Lamori, Jon Kortajarena","November 11, 2019",2019,2009,100 min,"Dramas, Independent Movies, LGBTQ Movies",,
A Sort of Family,Movie,Diego Lerman,"Bárbara Lennie, Daniel Aráoz, Claudio Tolcachir, Paula Cohen, Yanina Ávila","April 1, 2018",2018,2017,96 min,"Dramas, International Movies, Thrillers",,
A Sort of Homecoming,Movie,Maria Burton,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite","August 1, 2017",2017,2015,89 min,"Dramas, Independent Movies",,
A Stoning in Fulham County,Movie,Larry Elikann,"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt","October 1, 2011",2011,1988,95 min,Dramas,,
A StoryBots Christmas,Movie,"Evan Spiridellis, Jeff Gill","Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis","December 1, 2017",2017,2017,26 min,Movies,,
A Tale of Love and Darkness,Movie,Natalie Portman,"Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov, Ohad Knoller, Makram Khoury, Neta Riskin, Alexander Peleg, Rotem Keinan, Tomer Kapon","October 25, 2019",2019,2015,98 min,"Dramas, International Movies",,
A Tale of Two Kitchens,Movie,Trisha Ziff,,"May 22, 2019",2019,2019,30 min,"Documentaries, International Movies",,
A Trip to Jamaica,Movie,Robert O. Peters,"Ayo Makun, Funke Akindele, Nse Ikpe-Etim, Dan Davies, Paul Campbell, Chris Attoh, Rebecca Silvera, Eric Roberts, Joe Diaz, Alex Moore","December 13, 2019",2019,2016,99 min,"Comedies, International Movies",,
A Twelve Year Night,Movie,Álvaro Brechner,"Antonio de la Torre, Chino Darín, Alfonso Tort, Soledad Villamil, César Troncoso, Silvia Pérez Cruz, César Bordón, Mirella Pascual, Nidia Telles, Eduardo Recabarren","December 28, 2018",2018,2018,122 min,"Dramas, International Movies",,
A Very Murray Christmas,Movie,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix","December 4, 2015",2015,2015,57 min,"Comedies, Music & Musicals",,
A Wednesday,Movie,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit","November 1, 2018",2018,2008,103 min,"Action & Adventure, Dramas, International Movies",,
A Week in Watts,Movie,Gregory Caruso,,"February 19, 2018",2018,2017,91 min,Documentaries,,
A Witches' Ball,Movie,Justin G. Dyck,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan","October 1, 2018",2018,2017,91 min,Children & Family Movies,,
A Wrinkle in Time,Movie,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson","September 25, 2018",2018,2018,110 min,Children & Family Movies,,
A Yellow Bird,Movie,K. Rajagopal,"Sivakumar Palakrishnan, Huang Lu, Seema Biswas, Udaya Soundari, Nithiyia Rao, Indra Chandran","May 1, 2017",2017,2016,111 min,"Dramas, Independent Movies, International Movies",,
A new Capitalism,Movie,,,"June 12, 2018",2018,2017,76 min,"Documentaries, International Movies",,
A.M.I.,Movie,Rusty Nixon,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius","October 1, 2019",2019,2019,77 min,Horror Movies,,
A.X.L.,Movie,Oliver Daly,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi","March 20, 2019",2019,2018,99 min,"Action & Adventure, Children & Family Movies, Independent Movies",,
ABCD 2,Movie,Remo D'Souza,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Sushant Pujari, Punit Pathak, Dharmesh Yelande, Raghav Juyal","November 1, 2018",2018,2015,146 min,"Dramas, International Movies, Music & Musicals",,
ABCD: Any Body Can Dance,Movie,Remo D'Souza,"Prabhu Deva, Kay Kay Menon, Ganesh Acharya, Dharmesh Yelande, Salman, Lauren Gottlieb, Noorin Sha, Punit Pathak","November 1, 2018",2018,2013,136 min,"Dramas, International Movies",,
ADAM SANDLER 100% FRESH,Movie,Steve Brill,Adam Sandler,"October 23, 2018",2018,2018,74 min,Stand-Up Comedy,,
ANIMA,Movie,Paul Thomas Anderson,Thom Yorke,"June 27, 2019",2019,2019,15 min,"Dramas, Independent Movies, Music & Musicals",,
APEX: The Story of the Hypercar,Movie,"J.F. Musial, Josh Vietze",Zachary Levi,"August 1, 2016",2016,2016,86 min,Documentaries,,
ARQ,Movie,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal","September 16, 2016",2016,2016,89 min,"International Movies, Sci-Fi & Fantasy, Thrillers",,
ATM,Movie,Mez Tharatorn,"Chantavit Dhanasevi, Preechaya Pongthananikorn, Chaleumpol Tikumpornteerawong, Thawat Pornrattanaprasert, Sananthachat Thanapatpisal, Pongkool Suebsung, Puttachat Pongsuchat, Gornpop Janjaroen, Yanee Tramoth, Pongsatorn Jongwilak","September 5, 2018",2018,2012,122 min,"Comedies, International Movies, Romantic Movies",,
Aadu 2,Movie,Midhun Manuel Thomas,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans","May 15, 2018",2018,2017,150 min,"Comedies, International Movies",,
Aagey Se Right,Movie,Indrajit Nattoji,"Shreyas Talpade, Kay Kay Menon, Shiv Pandit, Sanjay Sharma, Shenaz Treasury, Mahie Gill","November 1, 2018",2018,2009,117 min,"Comedies, International Movies, Music & Musicals",,
Aajcha Divas Majha,Movie,Chandrakant Kulkarni,"Sachin Khedekar, Ashwini Bhave, Mahesh Manjrekar, Hrishikesh Joshi, Satish Alekar, Sunil Tawde, Pushkar Shrotri, Anand Ingle","January 1, 2018",2018,2013,126 min,"Comedies, Dramas, International Movies",,
Aakhri Adaalat,Movie,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar","September 1, 2017",2017,1988,148 min,"Action & Adventure, International Movies",,
Aalorukkam,Movie,V C Abhilash,"Indrans, Sreekanth Menon, Vishnu Agasthya, Aliyar, Seethabaala, Shaji John, Sajith Nampiyar, Benny Vadakkan","November 15, 2018",2018,2018,122 min,"Dramas, Independent Movies, International Movies",,
Aamir,Movie,Raj Kumar Gupta,"Rajeev Khandelwal, Gajraj Rao, Shashanka Ghosh, Jhilmil Hazrika, Gazala Amin, Allauddin Khan","November 1, 2018",2018,2008,95 min,"International Movies, Thrillers",,
Aarakshan,Movie,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari","December 31, 2019",2019,2011,164 min,"Dramas, International Movies",,
Aashayein,Movie,Nagesh Kukunoor,"John Abraham, Sonal Sehgal, Prateeksha Lonkar, Girish Karnad, Farida Jalal, Ashwin Chitale, Anaitha Nair, Vikram Inamdar, Vipin Bhali, Poonam Chitale, Nagesh Kukunoor","October 22, 2017",2017,2010,115 min,"Dramas, International Movies",,
Aashik Awara,Movie,Umesh Mehra,"Saif Ali Khan, Mamta Kulkarni, Mohnish Bahl, Sharmila Tagore, Saeed Jaffrey, Kader Khan","June 1, 2017",2017,1993,154 min,"Dramas, International Movies, Music & Musicals",,
Aata Pita,Movie,Uttung Shelar,"Sanjay Narvekar, Bharat Jadhav, Satish Phulekar, Ashwini Apte","January 1, 2018",2018,2010,133 min,"Comedies, Dramas, International Movies",,
Aaviri,Movie,Ravi Babu,"Ravi Babu, Neha Chauhan, Sri Muktha, Bharani Shankar, Mukhtar Khan, Priya","December 31, 2019",2019,2019,110 min,"Horror Movies, International Movies, Thrillers",,
Abby Sen,Movie,Atanu Ghosh,"Abir Chatterjee, Raima Sen, Arunima Ghosh, Priyanka Sarkar, Sujan Mukherjee, Kanchan Mullick, Biswanath Basu, Bhaswar Chatterjee, Swagata Basu, Tuhin Mitra, Paran Banerjee, Kharaj Mukherjee, Chiranjit","May 1, 2017",2017,2015,127 min,"Comedies, Dramas, International Movies",,
Abdo Mota,Movie,,Mohamed Ramadan,"April 19, 2019",2019,2012,100 min,"Action & Adventure, Dramas, International Movies",,
Abducted in Plain Sight,Movie,Skye Borgman,,"January 15, 2019",2019,2017,90 min,Documentaries,,
"Abdullah, The Final Witness",Movie,Hashim Nadeem Khan,"Sajid Hasan, Hameed Sheikh, Habibullah Panezai, Imraan Abbas, Sadia, Imran Tareen, Asal Deen, Yameen Shah","January 15, 2019",2019,2016,88 min,"Dramas, International Movies",,
Abhinetri,Movie,A. L. Vijay,"Tamannaah Bhatia, Prabhu Deva, Sonu Sood, Sapthagiri, Murli Sharma, R.V. Udhaykumar, Joy Mathew, Hema","May 1, 2018",2018,2016,131 min,"Comedies, International Movies, Sci-Fi & Fantasy",,
Abominable Christmas,Movie,Chad Van De Keere,"Isabella Acres, Drake Bell, Emilio Estevez, Nolan Gould, Matthew Lillard, Ray Liotta, Jane Lynch, Ariel Winter","February 18, 2016",2016,2012,44 min,"Children & Family Movies, Comedies",,
About Time,Movie,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Tom Hollander, Margot Robbie, Joshua McGuire, Vanessa Kirby","April 16, 2019",2019,2013,123 min,"Comedies, Dramas, International Movies",,
About a Boy,Movie,"Chris Weitz, Paul Weitz","Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison","February 1, 2019",2019,2002,101 min,"Comedies, Dramas, International Movies",,
Abzurdah,Movie,Daniela Goggi,"Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd, Tomás Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul","August 25, 2016",2016,2015,90 min,"Dramas, International Movies",,
Acapulco La vida va,Movie,Alfonso Serrano Maturino,"Patricio Castillo, Sergio Bustamante, Alejandro Suárez, Luz María Jerez, Bob Isaacs, Tere Monroy","June 3, 2017",2017,2016,89 min,"Comedies, Dramas, International Movies",,
Accident,Movie,Cheang Pou Soi,"Louis Koo, Richie Ren, Stanley Fung Sui-Fan, Michelle Ye, Lam Suet, Alexander Chan, Monica Mok","December 1, 2018",2018,2009,87 min,"International Movies, Thrillers",,
Across Grace Alley,Movie,Ralph Macchio,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio","December 1, 2016",2016,2013,24 min,Dramas,,
Across The Line,Movie,Julien Christian Lutz,"Sarah Jeffery, Simon Paul Mutuyimana, Denis Theriault, Jeremiah Sparks, Steven Love, Cara Ricketts, Jim Codrington, Shamier Anderson, Stephan James, Lanette Ware, Hugh Thompson","April 1, 2019",2019,2015,88 min,"Dramas, Sports Movies",,
Across the Universe,Movie,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff","January 1, 2019",2019,2007,133 min,"Dramas, Music & Musicals, Romantic Movies",,
Act of Vengeance,Movie,Mahsun Kırmızıgül,"Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh","September 29, 2018",2018,2010,112 min,"Action & Adventure, International Movies",,
Action Replayy,Movie,Vipul Amrutlal Shah,"Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Aditya Roy Kapoor, Randhir Kapoor, Sudeepa Singh, Alok Kumar, Rajpal Yadav","May 16, 2018",2018,2010,129 min,"Children & Family Movies, Comedies, International Movies",,
Acts of Vengeance,Movie,Isaac Florentine,"Antonio Banderas, Karl Urban, Paz Vega, Robert Forster, Clint Dyer, Cristina Serafini, Lillian Blankenship, Atanas Srebrev, Mark Rhino Smith","January 25, 2018",2018,2017,87 min,"Action & Adventure, International Movies",,
Adam Devine: Best Time of Our Lives,Movie,Jay Karas,Adam Devine,"June 18, 2019",2019,2019,59 min,Stand-Up Comedy,,
Adam: His Song Continues,Movie,Robert Markowitz,"Daniel J. Travanti, JoBeth Williams, Richard Masur, Martha Scott, Paul Regina","October 1, 2011",2011,1986,96 min,Dramas,,
Adel Karam: Live from Beirut,Movie,,Adel Karam,"March 1, 2018",2018,2018,59 min,Stand-Up Comedy,,
Adhugo,Movie,,,"January 15, 2019",2019,2018,105 min,"Comedies, International Movies, Thrillers",,
Aditi Mittal: Things They Wouldn't Let Me Say,Movie,Fazila Allana,Aditi Mittal,"July 18, 2017",2017,2017,63 min,Stand-Up Comedy,,
Adore,Movie,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville, Ben Mendelsohn, Jessica Tovey, Sophie Lowe, Gary Sweet, Alyson Standen, Skye Sutherland, Sarah Henderson","November 20, 2019",2019,2013,111 min,"Dramas, Independent Movies, International Movies",,
Adrishya,Movie,Sandeep Chatterjee,"Ravi Kumar, Ayesha Singh, Nishat Mallick, Archana Kotwal, Rakesh Chaturvedi Om, Nidhi Mahavan, Abhijit Sinha, Abdur Rehman","December 31, 2019",2019,2017,99 min,"Horror Movies, Independent Movies, International Movies",,
Advantageous,Movie,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle, Samantha Kim, Troi Zee, Olivia Horton, Jennifer Ikeda, Mercedes Griffeth","June 23, 2015",2015,2015,92 min,"Dramas, Independent Movies, Sci-Fi & Fantasy",,
Adventures in Public School,Movie,Kyle Rideout,"Daniel Doheny, Judy Greer, Siobhan Williams, Russell Peters, Grace Park, Andrew McNee, Alex Barima, Andrew Herr, Eva Day, Josh Epstein","August 15, 2018",2018,2018,86 min,Comedies,,
After,Movie,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul McGhie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher","October 9, 2019",2019,2019,106 min,"Dramas, Romantic Movies",,
After Maria,Movie,Nadia Hallgren,,"May 24, 2019",2019,2019,38 min,Documentaries,,
After Porn Ends,Movie,Bryce Wagoner,,"May 27, 2019",2019,2012,93 min,Documentaries,,
After Porn Ends 3,Movie,Brittany Andrews,,"December 30, 2018",2018,2018,87 min,Documentaries,,
After the Raid,Movie,Rodrigo Reyes,,"December 19, 2019",2019,2019,25 min,"Documentaries, International Movies",,
Aftershock,Movie,Nicolás López,"Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko, Nicolás Martínez, Lorenza Izzo, Marcial Tagle, Ramón Llao, Ignacia Allamand, Paz Bascuñán","March 7, 2018",2018,2012,89 min,"Action & Adventure, Horror Movies",,
Agatha and the Truth of Murder,Movie,Terry Loane,"Ruth Bradley, Pippa Haywood, Dean Andrews, Bebe Cave, Blake Harrison, Tim McInnerny, Ralph Ineson, Michael McElhatton","January 31, 2019",2019,2018,92 min,Dramas,,
Aggretsuko: We Wish You a Metal Christmas,Movie,Rarecho,"Kaolip, Shingo Kato, Komegumi Koiwasaki, Maki Tsuruta, Sohta Arai, Rina Inoue, Yuki Takahashi, Rarecho","December 20, 2018",2018,2018,22 min,Movies,,
Agustín Aristarán: Soy Rada,Movie,Mariano Baez,Agustín Aristarán,"February 16, 2018",2018,2018,60 min,Stand-Up Comedy,,
Agyaat,Movie,Ram Gopal Varma,"Adesh Bhardwaj, Rasika Dugal, Joy Fernandes, Ravi Kale, Ishtiyak Khan, Priyanka Kothari, Kali Prasad Mukherjee, Nitin Reddy, Gautam Rode, Howard Rosemeyer","October 1, 2018",2018,2009,97 min,"Horror Movies, International Movies",,
Ahista Ahista,Movie,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala","December 31, 2019",2019,2006,122 min,"Dramas, International Movies, Romantic Movies",,
Ai Weiwei: Never Sorry,Movie,Alison Klayman,"Ai Weiwei, Lao Ai","March 1, 2018",2018,2012,91 min,Documentaries,,
Aisa Yeh Jahaan,Movie,Biswajeet Bora,"Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma","October 15, 2017",2017,2015,127 min,"Dramas, Independent Movies, International Movies",,
